CEDULA_ANONIMIZADA;FECHA;CODIGO_EMPRESA;ID_GENERO;ID_ESTADO_CIVIL;FECHA_NACIMIENTO;EDAD;CODIGO_LOCALIDAD;TIPO_NOMINA;FECHA_INGRESO;FECHA_INICIO_CONTRATO;ID_CARGO;TIPO_CARGO;NIVEL_CARGO;CATEGORIA_CARGO;TIPO_AREA;ID_CENTRO_COSTO;SENAL_SINDICALIZADO;CLASE_EMPLEADO;CLASE_NOMINA;SUBSIDIO_TRANSPORTE;PORCENTAJE_RIESGO;SALARIO;COMPENSACION_VARIABLE;PORCENT_COMP_VARIABLE;TOTAL_SALARIO;UBICACION_ANONIMIZADA;FECHA FIN CONTRATO;CAUSA NOMBRE;TIPO DE RETIRO;RETIRO
1649;1/03/2020;21;M;CASADO;9/02/1984;36;1500;LEY 50 NOMINAL TERMINO INDEFIN;26/06/2013;26/06/2013;84634;ADMINISTRATIVO;5;12;OPERATIVO;250132;N;NO DEFINIDO;0;S;4.35;2086000;2000000;0;4086000;2;31/12/2040;NO APLICA;NO APLICA;0
1650;1/03/2020;21;M;CASADO;7/08/1984;36;1500;LEY 50 NOMINAL TERMINO INDEFIN;20/02/2015;20/02/2015;83848;ADMINISTRATIVO PLANTA;5;11;PLANTA;250176;N;NO DEFINIDO;0;S;4.35;2103210;2016500;0;4119710;2;31/12/2040;NO APLICA;NO APLICA;0
1651;1/03/2020;21;M;CASADO;12/11/1985;35;1500;LEY 50 NOMINAL TERMINO INDEFIN;4/09/2014;4/09/2014;83966;ADMINISTRATIVO PLANTA;5;11;PLANTA;110260;N;NO DEFINIDO;0;S;1044;1692476;1622700;0;3315176;2;31/12/2040;NO APLICA;NO APLICA;0
1654;1/03/2020;21;M;CASADO;14/05/1982;38;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/08/2011;16/08/2011;84605;DIRECCION;5;11;ADMINISTRACION PLANTA;110205;N;NO DEFINIDO;0;S;0.522;2177700;2098000;0;4275700;4;31/12/2040;NO APLICA;NO APLICA;0
1655;1/03/2020;21;M;CASADO;19/12/1982;38;1500;LEY 50 NOMINAL TERMINO INDEFIN;1/09/2016;16/11/2017;84477;DIRECCION;6;9;PLANTA;250188;N;NO DEFINIDO;0;S;4.35;1150846;1103400;0;2254246;2;31/12/2040;NO APLICA;NO APLICA;0
1658;1/03/2020;21;M;UNION LIBRE;6/07/1966;54;1500;LEY 50 NOMINAL TERMINO INDEFIN;1/10/1994;1/10/1994;83848;ADMINISTRATIVO PLANTA;5;11;PLANTA;250176;N;NO DEFINIDO;0;S;4.35;2103210;2016500;0;4119710;2;31/12/2040;NO APLICA;NO APLICA;0
1659;1/03/2020;21;M;CASADO;9/12/1975;45;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/08/1996;20/08/1996;84303;DIRECCION;5;11;PLANTA;220172;N;NO DEFINIDO;0;S;4.35;2654700;2557500;0;5212200;4;31/12/2040;NO APLICA;NO APLICA;0
1660;1/03/2020;21;M;CASADO;26/03/1963;57;1500;LEY 50 NOMINAL TERMINO INDEFIN;20/01/2015;20/01/2015;84477;DIRECCION;6;9;PLANTA;250188;N;NO DEFINIDO;0;S;4.35;1150846;1103400;0;2254246;2;31/12/2040;NO APLICA;NO APLICA;0
1661;1/03/2020;21;M;CASADO;11/04/1976;44;1504;LEY 50 INTEGRAL;18/03/2019;18/03/2019;84699;ADMINISTRATIVO;3;17;ADMINISTRATIVO;110506;N;NO DEFINIDO;12;S;0.522;15550000;13050000;0;28600000;4;31/12/2040;NO APLICA;NO APLICA;0
1662;1/03/2020;21;M;SOLTERO;15/10/1978;42;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/08/2002;1/08/2002;84499;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110125;N;NO DEFINIDO;0;S;0.522;5877700;5630000;0;11507700;4;31/12/2040;NO APLICA;NO APLICA;0
1663;1/03/2020;21;M;CASADO;20/04/1984;36;1504;LEY 50 NOMINAL TERMINO INDEFIN;23/01/2017;23/01/2017;83973;ADMINISTRATIVO PLANTA;5;11;PLANTA;310170;N;NO DEFINIDO;0;S;0.522;2688700;2340000;0;5028700;4;31/12/2040;NO APLICA;NO APLICA;0
1664;1/03/2020;21;M;CASADO;3/03/1971;49;1504;LEY 50 INTEGRAL;2/05/2012;2/05/2012;83974;ADMINISTRATIVO;2;18;ADMINISTRATIVO;110142;N;NO DEFINIDO;0;S;0.522;20546700;19475500;0;40022200;4;31/12/2040;NO APLICA;NO APLICA;0
1667;1/03/2020;21;M;CASADO;12/07/1979;41;1502;LEY 50 INTEGRAL;26/09/2016;26/09/2016;84513;ADMINISTRATIVO;2;18;ADMINISTRATIVO;310109;N;NO DEFINIDO;0;S;0.522;18738000;18000000;0;36738000;5;31/12/2040;NO APLICA;NO APLICA;0
1669;1/03/2020;21;M;CASADO;20/03/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/11/2011;1/11/2011;84303;DIRECCION;5;11;PLANTA;220168;N;NO DEFINIDO;0;S;4.35;2662300;2564800;0;5227100;4;31/12/2040;NO APLICA;NO APLICA;0
1673;1/03/2020;41;M;SOLTERO;3/06/1970;50;1520;LEY 50 NOMINAL TERMINO INDEFIN;15/06/1994;15/06/1994;84151;ADMINISTRATIVO PLANTA;3;16;PLANTA;110144;N;NO DEFINIDO;0;S;4.35;8129300;7705500;0;15834800;9;31/12/2040;NO APLICA;NO APLICA;0
1674;1/03/2020;21;M;SOLTERO;21/02/1983;37;1504;LEY 50 NOMINAL TERMINO INDEFIN;15/05/2019;15/05/2019;83799;DIRECCION;6;9;PLANTA;220137;N;NO DEFINIDO;2;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
1675;1/03/2020;41;M;UNION LIBRE;24/03/1982;38;1520;LEY 50 NOMINAL TERMINO INDEFIN;4/05/2009;4/05/2009;84223;ADMINISTRATIVO PLANTA;4;15;PLANTA;110143;N;NO DEFINIDO;0;S;2436;3760300;3564300;0;7324600;9;31/12/2040;NO APLICA;NO APLICA;0
1680;1/03/2020;21;M;CASADO;26/11/1977;43;1508;LEY 50 NOMINAL TERMINO INDEFIN;20/04/2015;20/04/2015;83827;COMERCIAL;5;12;COMERCIAL;320323;N;NO DEFINIDO;0;S;0.522;1413780;1358100;942520;2771880;13;31/12/2040;NO APLICA;NO APLICA;0
1681;1/03/2020;21;M;SOLTERO;20/08/1981;39;1504;LEY 50 INTEGRAL;6/06/2006;6/06/2006;83828;ADMINISTRATIVO;2;18;ADMINISTRATIVO;110191;N;NO DEFINIDO;0;S;4.35;18751300;18064800;0;36816100;4;31/12/2040;NO APLICA;NO APLICA;0
1684;1/03/2020;21;M;CASADO;26/12/1972;48;1504;LEY 50 NOMINAL TERMINO FIJO;6/07/2015;6/07/2015;83830;DIRECCION;6;8;PLANTA;220104;N;NO DEFINIDO;0;S;4.35;1545200;1488600;0;3033800;4;31/12/2040;NO APLICA;NO APLICA;0
1686;1/03/2020;21;M;CASADO;19/02/1963;57;1504;LEY 50 NOMINAL TERMINO INDEFIN;28/03/1989;28/03/1989;83812;DIRECCION;5;11;PLANTA;220168;S;NO DEFINIDO;0;S;4.35;2185782;2108200;0;4293982;4;31/12/2040;NO APLICA;NO APLICA;0
1687;1/03/2020;21;M;CASADO;11/03/1965;55;1504;LEY 50 NOMINAL TERMINO INDEFIN;7/06/1995;7/06/1995;83980;ADMINISTRATIVO;4;14;ADMINISTRATIVO;110401;N;NO DEFINIDO;0;S;0.522;5075800;4890000;0;9965800;4;31/12/2040;NO APLICA;NO APLICA;0
1688;1/03/2020;21;M;UNION LIBRE;21/04/1979;41;1504;LEY 50 NOMINAL TERMINO INDEFIN;4/06/2013;4/06/2013;84303;DIRECCION;5;11;PLANTA;220168;N;NO DEFINIDO;0;S;4.35;2662300;2564800;0;5227100;4;31/12/2040;NO APLICA;NO APLICA;0
1689;1/03/2020;21;M;UNION LIBRE;14/10/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;10/04/2019;10/04/2019;84588;ADMINISTRATIVO;4;14;ADMINISTRATIVO;110205;N;NO DEFINIDO;2;S;0.522;3271900;3125000;0;6396900;4;31/12/2040;NO APLICA;NO APLICA;0
1690;1/03/2020;21;M;CASADO;14/07/1961;59;1504;LEY 50 NOMINAL TERMINO INDEFIN;19/01/1993;19/01/1993;83981;ADMINISTRATIVO;6;9;ADMINISTRATIVO;110131;N;NO DEFINIDO;0;S;2436;1982300;1909700;0;3892000;4;31/12/2040;NO APLICA;NO APLICA;0
1691;1/03/2020;21;M;CASADO;17/06/1959;61;1504;LEY 50 NOMINAL TERMINO INDEFIN;22/11/1993;22/11/1993;83803;DIRECCION;5;11;PLANTA;220168;S;NO DEFINIDO;0;S;2436;1940164;1871300;0;3811464;4;31/12/2040;NO APLICA;NO APLICA;0
1692;1/03/2020;21;M;CASADO;26/07/1963;57;1504;LEY 50 NOMINAL TERMINO INDEFIN;7/01/1999;7/01/1999;83982;DIRECCION;5;11;PLANTA;220132;N;NO DEFINIDO;0;S;2436;2377700;2290700;0;4668400;4;31/12/2040;NO APLICA;NO APLICA;0
1693;1/03/2020;21;M;CASADO;18/06/1969;51;1504;LEY 50 NOMINAL TERMINO INDEFIN;31/05/1995;31/05/1995;84303;DIRECCION;5;11;PLANTA;220168;N;NO DEFINIDO;0;S;4.35;2662300;2564800;0;5227100;4;31/12/2040;NO APLICA;NO APLICA;0
1694;1/03/2020;21;M;CASADO;21/08/1970;50;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/05/2011;2/05/2011;83982;DIRECCION;5;11;PLANTA;220132;N;NO DEFINIDO;0;S;2436;2377700;2290700;0;4668400;4;31/12/2040;NO APLICA;NO APLICA;0
1695;1/03/2020;21;M;SEPARADO;25/07/1971;49;1504;LEY 50 NOMINAL TERMINO INDEFIN;3/02/2014;3/02/2014;84303;DIRECCION;5;11;PLANTA;220172;N;NO DEFINIDO;0;S;4.35;2654700;2557500;0;5212200;4;31/12/2040;NO APLICA;NO APLICA;0
1696;1/03/2020;21;M;CASADO;7/08/1960;60;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/08/1992;20/08/1992;83971;ADMINISTRATIVO PLANTA;5;11;PLANTA;110205;N;NO DEFINIDO;0;S;4.35;2184000;2098000;0;4282000;4;31/12/2040;NO APLICA;NO APLICA;0
1698;1/03/2020;21;M;CASADO;22/01/1966;54;1504;LEY 50 NOMINAL TERMINO INDEFIN;10/08/1994;10/08/1994;84690;DIRECCION;6;9;OPERATIVO;110205;S;NO DEFINIDO;0;S;2436;1030683;994100;0;2024783;4;31/12/2040;NO APLICA;NO APLICA;0
1699;1/03/2020;21;M;CASADO;21/04/1966;54;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/09/2012;17/09/2012;83982;DIRECCION;5;11;PLANTA;220136;N;NO DEFINIDO;0;S;4.35;2377700;2290700;0;4668400;4;31/12/2040;NO APLICA;NO APLICA;0
1700;1/03/2020;21;M;CASADO;19/07/1966;54;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
1701;1/03/2020;21;M;CASADO;8/01/1967;53;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/09/1997;1/09/1997;84303;DIRECCION;5;11;PLANTA;220172;N;NO DEFINIDO;0;S;4.35;2654700;2557500;0;5212200;4;31/12/2040;NO APLICA;NO APLICA;0
1702;1/03/2020;21;M;CASADO;7/10/1971;49;1504;LEY 50 NOMINAL TERMINO INDEFIN;3/08/2004;3/08/2004;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;2436;1743000;1679200;0;3422200;4;31/12/2040;NO APLICA;NO APLICA;0
1703;1/03/2020;21;M;CASADO;10/02/1972;48;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/03/1996;1/03/1996;84303;DIRECCION;5;11;PLANTA;220168;N;NO DEFINIDO;0;S;4.35;2662300;2564800;0;5227100;4;31/12/2040;NO APLICA;NO APLICA;0
1705;1/03/2020;21;M;CASADO;6/09/1983;37;1511;LEY 50 NOMINAL TERMINO INDEFIN;9/02/2015;9/02/2015;83992;ADMINISTRATIVO;5;11;ADMINISTRATIVO;310152;N;NO DEFINIDO;0;S;2436;2270100;2174400;0;4444500;18;31/12/2040;NO APLICA;NO APLICA;0
1706;1/03/2020;21;M;UNION LIBRE;15/08/1960;60;1504;LEY 50 NOMINAL TERMINO INDEFIN;24/07/1989;24/07/1989;83984;DIRECCION;5;11;PLANTA;220172;N;NO DEFINIDO;0;S;4.35;2970400;2861700;0;5832100;4;31/12/2040;NO APLICA;NO APLICA;0
1707;1/03/2020;21;M;CASADO;10/05/1963;57;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/06/1988;17/06/1988;83848;ADMINISTRATIVO PLANTA;5;11;PLANTA;220176;N;NO DEFINIDO;0;S;4.35;2749900;2649200;0;5399100;4;31/12/2040;NO APLICA;NO APLICA;0
1709;1/03/2020;21;M;CASADO;6/07/1965;55;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/12/2010;1/12/2010;83982;DIRECCION;5;11;PLANTA;220137;N;NO DEFINIDO;0;S;4.35;2377700;2290700;0;4668400;4;31/12/2040;NO APLICA;NO APLICA;0
1710;1/03/2020;21;M;CASADO;26/12/1964;56;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/03/1997;17/03/1997;83852;COMERCIAL;4;14;COMERCIAL;320346;N;NO DEFINIDO;0;S;2436;2491020;2392900;1660680;4883920;4;31/12/2040;NO APLICA;NO APLICA;0
1711;1/03/2020;21;M;CASADO;10/05/1965;55;1504;LEY 50 INTEGRAL;29/04/1991;29/04/1991;84718;ADMINISTRATIVO;2;20;ADMINISTRATIVO;110113;N;NO DEFINIDO;0;S;4.35;24000000;21944000;0;45944000;4;31/12/2040;NO APLICA;NO APLICA;0
1713;1/03/2020;21;M;CASADO;5/08/1965;55;1504;LEY 50 NOMINAL TERMINO FIJO;4/11/2014;4/11/2014;83986;DIRECCION;5;11;PLANTA;220156;N;NO DEFINIDO;0;S;4.35;1744600;1680700;0;3425300;4;31/12/2040;NO APLICA;NO APLICA;0
1714;1/03/2020;21;M;CASADO;25/09/1965;55;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/04/1989;20/04/1989;83802;DIRECCION;5;11;PLANTA;220124;S;NO DEFINIDO;0;S;4.35;1855146;1789300;0;3644446;4;31/12/2040;NO APLICA;NO APLICA;0
1715;1/03/2020;21;M;UNION LIBRE;30/07/1966;54;1504;LEY 50 INTEGRAL;5/09/2005;5/09/2005;83987;ADMINISTRATIVO;2;20;ADMINISTRATIVO;110192;N;NO DEFINIDO;0;S;0.522;29909200;27765700;0;57674900;4;31/12/2040;NO APLICA;NO APLICA;0
1716;1/03/2020;21;M;SOLTERO;2/06/1966;54;1504;LEY 50 NOMINAL TERMINO INDEFIN;7/04/1989;7/04/1989;83848;ADMINISTRATIVO PLANTA;5;11;PLANTA;220176;N;NO DEFINIDO;0;S;4.35;2749900;2649200;0;5399100;4;31/12/2040;NO APLICA;NO APLICA;0
1717;1/03/2020;21;M;CASADO;7/09/1966;54;1504;LEY 50 NOMINAL TERMINO INDEFIN;14/05/1990;14/05/1990;83988;COMERCIAL;4;15;COMERCIAL;310127;N;NO DEFINIDO;0;S;0.522;6243300;5997400;0;12240700;4;31/12/2040;NO APLICA;NO APLICA;0
1718;1/03/2020;21;M;CASADO;2/02/1967;53;1504;LEY 50 NOMINAL TERMINO INDEFIN;15/04/1997;15/04/1997;83989;ADMINISTRATIVO;3;16;ADMINISTRATIVO;110305;N;NO DEFINIDO;0;S;0.522;6806100;6538000;0;13344100;4;31/12/2040;NO APLICA;NO APLICA;0
1719;1/03/2020;21;M;CASADO;2/10/1966;54;1504;LEY 50 NOMINAL TERMINO INDEFIN;23/02/1996;23/02/1996;83971;ADMINISTRATIVO PLANTA;5;11;PLANTA;110205;N;NO DEFINIDO;0;S;2436;2450500;2354000;0;4804500;4;31/12/2040;NO APLICA;NO APLICA;0
1720;1/03/2020;21;M;UNION LIBRE;7/05/1967;53;1504;LEY 50 NOMINAL TERMINO INDEFIN;3/09/2018;3/09/2018;83811;ADMINISTRATIVO PLANTA;4;15;PLANTA;220144;N;NO DEFINIDO;2;S;4.35;5348500;5152700;0;10501200;4;31/12/2040;NO APLICA;NO APLICA;0
1721;1/03/2020;21;M;CASADO;25/07/1967;53;1504;LEY 50 NOMINAL TERMINO INDEFIN;19/04/1989;19/04/1989;83990;DIRECCION;6;10;PLANTA;220132;S;NO DEFINIDO;0;S;2436;1895478;1828200;0;3723678;4;31/12/2040;NO APLICA;NO APLICA;0
1724;1/03/2020;21;M;CASADO;18/08/1966;54;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/08/1995;18/08/1995;83866;ADMINISTRATIVO;5;11;ADMINISTRATIVO;110131;N;NO DEFINIDO;0;S;2436;1940000;1515500;0;3455500;4;31/12/2040;NO APLICA;NO APLICA;0
1725;1/03/2020;21;M;CASADO;13/07/1967;53;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/09/2012;17/09/2012;84564;DIRECCION;5;12;PLANTA;220132;N;NO DEFINIDO;0;S;4.35;2829800;2726200;0;5556000;4;31/12/2040;NO APLICA;NO APLICA;0
1726;1/03/2020;21;M;CASADO;2/05/1967;53;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/08/1994;2/08/1994;83848;ADMINISTRATIVO PLANTA;5;11;PLANTA;220176;N;NO DEFINIDO;0;S;4.35;2749900;2649200;0;5399100;4;31/12/2040;NO APLICA;NO APLICA;0
1727;1/03/2020;21;M;CASADO;11/03/1967;53;1507;LEY 50 NOMINAL TERMINO FIJO;21/07/2014;21/07/2014;83971;ADMINISTRATIVO PLANTA;5;11;PLANTA;110210;N;NO DEFINIDO;0;S;0.522;2178600;2098800;0;4277400;12;31/12/2040;NO APLICA;NO APLICA;0
1729;1/03/2020;21;M;NO DEFINIDO;29/08/1968;52;1511;LEY 50 NOMINAL TERMINO INDEFIN;9/02/2015;9/02/2015;83992;ADMINISTRATIVO;5;11;ADMINISTRATIVO;310157;N;NO DEFINIDO;0;S;0.522;2584700;2482900;0;5067600;18;31/12/2040;NO APLICA;NO APLICA;0
1730;1/03/2020;21;M;SOLTERO;31/08/1968;52;1504;LEY 50 NOMINAL TERMINO INDEFIN;15/04/2008;15/04/2008;83964;ADMINISTRATIVO PLANTA;3;16;PLANTA;110160;N;NO DEFINIDO;0;S;0.522;8750000;6627600;0;15377600;4;31/12/2040;NO APLICA;NO APLICA;0
1731;1/03/2020;21;M;CASADO;14/09/1969;51;1504;LEY 50 NOMINAL TERMINO INDEFIN;17/09/2007;17/09/2007;83823;ADMINISTRATIVO;4;14;ADMINISTRATIVO;320355;N;NO DEFINIDO;0;S;0.522;3680900;3535900;0;7216800;4;31/12/2040;NO APLICA;NO APLICA;0
1732;1/03/2020;21;M;SOLTERO;24/02/1970;50;1502;LEY 50 INTEGRAL;18/02/1991;18/02/1991;84462;ADMINISTRATIVO;2;18;ADMINISTRATIVO;110413;N;NO DEFINIDO;0;S;0.522;16936700;16269600;0;33206300;5;31/12/2040;NO APLICA;NO APLICA;0
1733;1/03/2020;21;M;CASADO;23/02/1970;50;1504;LEY 50 NOMINAL TERMINO INDEFIN;5/05/1997;5/05/1997;83845;DIRECCION;5;11;PLANTA;220164;N;NO DEFINIDO;0;S;4.35;2655500;2558300;0;5213800;4;31/12/2040;NO APLICA;NO APLICA;0
1734;1/03/2020;21;M;CASADO;23/09/1969;51;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/01/1992;20/01/1992;83812;DIRECCION;5;11;PLANTA;220168;S;NO DEFINIDO;0;S;4.35;2185782;2108200;0;4293982;4;31/12/2040;NO APLICA;NO APLICA;0
1735;1/03/2020;21;M;CASADO;19/04/1970;50;1504;LEY 50 NOMINAL TERMINO FIJO;16/03/2015;16/03/2015;83818;DIRECCION;6;9;PLANTA;110205;N;NO DEFINIDO;0;S;0.522;1854500;1786600;0;3641100;4;31/12/2040;NO APLICA;NO APLICA;0
1736;1/03/2020;21;M;CASADO;14/07/1970;50;1504;LEY 50 NOMINAL TERMINO INDEFIN;13/02/2007;13/02/2007;83845;DIRECCION;5;11;PLANTA;220164;N;NO DEFINIDO;0;S;4.35;2655500;2558300;0;5213800;4;31/12/2040;NO APLICA;NO APLICA;0
1737;1/03/2020;21;M;CASADO;30/03/1970;50;1506;LEY 50 INTEGRAL;24/04/1996;24/04/1996;84418;COMERCIAL;3;16;COMERCIAL;310194;N;NO DEFINIDO;0;S;0.522;11720000;10851500;0;22571500;10;31/12/2040;NO APLICA;NO APLICA;0
1738;1/03/2020;21;M;CASADO;5/08/1970;50;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/08/2006;1/08/2006;83982;DIRECCION;5;11;PLANTA;220124;N;NO DEFINIDO;0;S;4.35;2377700;2290700;0;4668400;4;31/12/2040;NO APLICA;NO APLICA;0
1739;1/03/2020;21;M;CASADO;26/04/1970;50;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/02/2006;1/02/2006;83819;DIRECCION;6;10;PLANTA;220144;S;NO DEFINIDO;0;S;2436;1290816;1245000;0;2535816;4;31/12/2040;NO APLICA;NO APLICA;0
1740;1/03/2020;21;M;SOLTERO;7/12/1970;50;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/10/2012;16/10/2012;83982;DIRECCION;5;11;PLANTA;220136;N;NO DEFINIDO;0;S;4.35;2377700;2290700;0;4668400;4;31/12/2040;NO APLICA;NO APLICA;0
1742;1/03/2020;21;M;SOLTERO;12/06/1971;49;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/07/2015;1/02/2020;83995;ADMINISTRATIVO;5;12;ADMINISTRATIVO;110132;N;NO DEFINIDO;0;S;0.522;2114800;2037400;0;4152200;4;31/12/2040;NO APLICA;NO APLICA;0
1743;1/03/2020;21;M;CASADO;18/05/1971;49;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/12/2006;16/12/2006;84709;ADMINISTRATIVO;4;15;COMERCIAL;310910;N;NO DEFINIDO;0;S;0.522;6049500;5450000;0;11499500;4;31/12/2040;NO APLICA;NO APLICA;0
1744;1/03/2020;21;M;CASADO;17/10/1972;48;1502;LEY 50 INTEGRAL;3/09/2019;3/09/2019;84483;ADMINISTRATIVO;2;18;ADMINISTRATIVO;310215;N;NO DEFINIDO;3;S;0.522;24265000;23000000;0;47265000;5;31/12/2040;NO APLICA;NO APLICA;0
1745;1/03/2020;21;M;CASADO;26/11/1972;48;1502;LEY 50 INTEGRAL;22/03/2011;22/03/2011;84436;ADMINISTRATIVO;1;23;ADMINISTRATIVO;110303;N;NO DEFINIDO;0;S;0.522;80068000;76988000;0;157056000;5;31/12/2040;NO APLICA;NO APLICA;0
1746;1/03/2020;21;M;CASADO;3/04/1972;48;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/11/2000;20/11/2000;83823;ADMINISTRATIVO;4;14;ADMINISTRATIVO;310127;N;NO DEFINIDO;0;S;0.522;3685000;3539900;0;7224900;4;31/12/2040;NO APLICA;NO APLICA;0
1747;1/03/2020;21;M;SOLTERO;21/07/1972;48;1507;LEY 50 NOMINAL TERMINO INDEFIN;28/06/2014;28/06/2014;83971;ADMINISTRATIVO PLANTA;5;11;PLANTA;110210;N;NO DEFINIDO;0;S;0.522;2177700;2098000;0;4275700;12;31/12/2040;NO APLICA;NO APLICA;0
1748;1/03/2020;21;M;SOLTERO;19/04/1972;48;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/08/2006;1/08/2006;83806;DIRECCION;6;10;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1743000;1679200;0;3422200;4;31/12/2040;NO APLICA;NO APLICA;0
1749;1/03/2020;21;M;CASADO;7/11/1972;48;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
1750;1/03/2020;21;M;CASADO;3/09/1973;47;1504;LEY 50 NOMINAL TERMINO FIJO;2/02/2015;2/02/2015;83830;DIRECCION;6;8;PLANTA;220104;N;NO DEFINIDO;0;S;4.35;1545200;1488600;0;3033800;4;31/12/2040;NO APLICA;NO APLICA;0
1751;1/03/2020;21;M;NO DEFINIDO;1/07/1972;48;1511;LEY 50 NOMINAL TERMINO INDEFIN;9/02/2015;9/02/2015;83998;DIRECCION;6;10;PLANTA;210144;N;NO DEFINIDO;0;S;2436;1453200;1400000;0;2853200;18;31/12/2040;NO APLICA;NO APLICA;0
1752;1/03/2020;21;M;CASADO;12/08/1971;49;1504;LEY 50 NOMINAL TERMINO FIJO;5/01/2015;5/01/2015;83799;DIRECCION;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;4.35;1183300;1140000;0;2323300;4;31/12/2040;NO APLICA;NO APLICA;0
1753;1/03/2020;21;M;CASADO;18/03/1973;47;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/09/2008;1/09/2008;83823;ADMINISTRATIVO;4;14;ADMINISTRATIVO;320355;N;NO DEFINIDO;0;S;0.522;3702800;3557000;0;7259800;4;31/12/2040;NO APLICA;NO APLICA;0
1754;1/03/2020;21;M;SOLTERO;17/01/1975;45;1504;LEY 50 NOMINAL TERMINO INDEFIN;25/01/2012;25/01/2012;84505;COMERCIAL;4;15;COMERCIAL;320334;N;NO DEFINIDO;0;S;2436;5413100;5185000;0;10598100;4;31/12/2040;NO APLICA;NO APLICA;0
1755;1/03/2020;21;M;SOLTERO;4/05/1973;47;1502;LEY 50 INTEGRAL;16/09/2003;16/09/2003;84449;ADMINISTRATIVO;2;20;ADMINISTRATIVO;310210;N;NO DEFINIDO;0;S;0.522;39405000;37000000;0;76405000;5;31/12/2040;NO APLICA;NO APLICA;0
1756;1/03/2020;21;M;CASADO;3/11/1973;47;1504;LEY 50 INTEGRAL;23/07/2019;23/07/2019;84632;ADMINISTRATIVO;2;18;ADMINISTRACION PLANTA;110204;N;NO DEFINIDO;12;S;0.522;16704000;16000000;0;32704000;4;31/12/2040;NO APLICA;NO APLICA;0
1757;1/03/2020;21;M;CASADO;6/07/1974;46;1504;LEY 50 NOMINAL TERMINO INDEFIN;7/01/1999;7/01/1999;84001;DIRECCION;5;12;PLANTA;220132;N;NO DEFINIDO;0;S;2436;2829800;2726200;0;5556000;4;31/12/2040;NO APLICA;NO APLICA;0
1758;1/03/2020;21;M;CASADO;10/02/1974;46;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2000;16/05/2000;83845;DIRECCION;5;11;PLANTA;220164;N;NO DEFINIDO;0;S;4.35;2655500;2558300;0;5213800;4;31/12/2040;NO APLICA;NO APLICA;0
1759;1/03/2020;21;M;CASADO;26/05/1974;46;1504;LEY 50 NOMINAL TERMINO INDEFIN;3/08/1993;3/08/1993;84002;ADMINISTRATIVO;4;15;ADMINISTRATIVO;110290;N;NO DEFINIDO;0;S;0.522;6358800;6108400;0;12467200;4;31/12/2040;NO APLICA;NO APLICA;0
1760;1/03/2020;21;M;CASADO;30/09/1974;46;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/07/1997;16/07/1997;83803;DIRECCION;5;11;PLANTA;220168;N;NO DEFINIDO;0;S;4.35;2655500;2558300;0;5213800;4;31/12/2040;NO APLICA;NO APLICA;0
